Metabolite,´úÐ»Îï,P_value,FDR,VIP_pred_OPLS-DA,VIP_PLS-DA,FC(KA/HA),Log2FC(KA/HA),Significant,Regulate,"KEGG Compound ID","KEGG Compound First Category","KEGG Compound Second Category","KEGG Pathway ID","KEGG Pathway Description","KEGG Pathway First Category","KEGG Pathway Second Category","Library ID","HMDB Superclass","HMDB Class","HMDB Subclass","CAS ID",M/Z,"Retention time",Adducts,Formula,"Fragmentation Score","Theoretical Fragmentation Score","Metab ID",ID,Mode,KA1,KA10,KA11,KA12,KA6,KA8,HA12,HA14,HA16,HA3,HA4,HA6,ka_mean,ka_SD,ha_mean,ha_SD
1H-Imidazole-4-carboxamide,"1H -ßäßò- 4 -¼×õ£°·",0.2252,0.3738,0.7477,0.7499,0.7736,-0.3703,no,down,-,-,-,-,-,-,-,HMDB0244880,"Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives",-,112.0506673,0.704516666667,M+H,C4H5N3O,0,48.4,metab_420,pos_1388,pos,123900,143300,234700,43140,125000,184700,199000,125900,255700,200500,162400,161700,,,,
"PC(14:0/18:2(9Z,12Z))",-,0.1981,0.3272,0.7466,0.7532,1.3983,0.4837,no,up,C00157,Lipids,Phospholipids,map01100;map00564;map00590;map00591;map00592;map05231;map04723,"Metabolic pathways;Glycerophospholipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;Choline metabolism in cancer;Retrograde endocannabinoid signaling","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Human Diseases;Organismal Systems","Global and overview maps;Lipid metabolism;Lipid metabolism;Lipid metabolism;Lipid metabolism;Cancer: overview;Nervous system",HMDB0007874;LMGP01010496;PW_C003924,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,92345-33-0,774.531128405,6.18483333333,M+FA-H,C40H76NO8P,0,87,metab_7246,neg_1816,neg,109700,523100,319100,385300,543500,531300,280000,283900,311300,89140,392000,368700,,,,
GPEtn(18:3/18:1),-,0.204,0.3475,0.7422,0.9388,0.7668,-0.3831,no,down,C00350,Lipids,Phospholipids,map01100;map00564;map00563;map04136;map05167;map04723;map04140,"Metabolic pathways;Glycerophospholipid metabolism;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Autophagy - other;Kaposi sarcoma-associated herpesvirus infection;Retrograde endocannabinoid signaling;Autophagy - animal","Metabolism;Metabolism;Metabolism;Cellular Processes;Human Diseases;Organismal Systems;Cellular Processes","Global and overview maps;Lipid metabolism;Glycan biosynthesis and metabolism;Transport and catabolism;Infectious disease: viral;Nervous system;Transport and catabolism",HMDB0009125;HMDB0009158;HMDB0009157;HMDB0009150;HMDB0009124,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphoethanolamines,-,740.521388062,6.9895,M+H,C41H74NO8P,97.5,0,metab_1963,pos_2875,pos,3321000,2592000,1325000,2286000,1434000,1354000,3049000,3490000,1297000,2686000,3124000,2411000,,,,
3-Hydroxy-3-methylglutarate,"3 -ôÇ»ù- 3 -¼×»ùÎì¶þËá",0.2122,0.3438,0.7385,0.9177,0.855,-0.226,no,down,C03761,-,-,-,-,-,-,HMDB0000355,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",503-49-1,161.044595289,0.854416666667,M-H,C6H10O5,77.5,0,metab_8660,neg_661,neg,940500,696900,1372000,742400,795800,946100,1175000,890600,1251000,972900,1017000,1121000,,,,
Gamithromycin,¼ÓÃ×Ã¹ËØ,0.1925,0.3331,0.7377,0.9625,0.597,-0.7442,no,down,-,-,-,-,-,-,-,HMDB0252606,"Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",-,799.530039355,7.1632,M+Na,C40H76N2O12,0,60.9,metab_2092,pos_3013,pos,27840,20310,16650,19500,52940,21390,20960,26090,45300,19710,84840,68880,,,,
"LysoPC(22:4(7Z,10Z,13Z,16Z)/0:0)",-,0.2842,0.4379,0.7363,0.7511,0.7321,-0.4499,no,down,C04230,Lipids,Phospholipids,map00564;map05231,"Glycerophospholipid metabolism;Choline metabolism in cancer","Metabolism;Human Diseases","Lipid metabolism;Cancer: overview",HMDB0010401,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,-,572.37037606,6.90168333333,M+H,C30H54NO7P,0,75.1,metab_3252,pos_4229,pos,843700,462600,1012000,1084000,477800,506700,514300,1268000,810800,1840000,977200,580900,,,,
"PC(18:3(9Z,12Z,15Z)/16:0)",-,0.2282,0.3764,0.7314,1.1921,0.5569,-0.8445,no,down,C00157,Lipids,Phospholipids,map01100;map00564;map00590;map00591;map00592;map05231;map04723,"Metabolic pathways;Glycerophospholipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;Choline metabolism in cancer;Retrograde endocannabinoid signaling","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Human Diseases;Organismal Systems","Global and overview maps;Lipid metabolism;Lipid metabolism;Lipid metabolism;Lipid metabolism;Cancer: overview;Nervous system",HMDB0008199;LMGP01011677;PW_C004247,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,-,756.552002673,7.71138333333,M+H,C42H78NO8P,0,75.2,metab_2678,pos_3622,pos,7762000,10950000,7928000,19850000,12550000,10540000,15140000,16860000,26990000,2036000,49600000,14380000,,,,
Indole-3-acetaldehyde,ßÅßá-3-ÒÒÈ©,0.1906,0.3195,0.728,0.8149,0.8309,-0.2673,no,down,C00637,-,-,map01100;map00380,"Metabolic pathways;Tryptophan metabolism",Metabolism;Metabolism,"Global and overview maps;Amino acid metabolism",HMDB0001190,"Organoheterocyclic compounds","Indoles and derivatives",Indoles,2591-98-2,204.065875503,5.46773333333,"M-H, M+FA-H",C10H9NO,40.3,0,metab_7514,neg_206,neg,1570000,1631000,1803000,777500,1016000,1629000,1484000,1595000,2242000,1574000,1544000,1707000,,,,
"SM(d18:2(4E,14Z)/16:0)",-,0.2461,0.3963,0.7273,1.2728,0.2527,-1.9845,no,down,-,-,-,-,-,-,-,HMDB0240638,"Lipids and lipid-like molecules",Sphingolipids,Phosphosphingolipids,2292199-28-9,701.557763942,7.71925,M+H,C39H77N2O6P,0,48.4,metab_2366,pos_3308,pos,331500,285000,201300,625400,127100,94690,323500,1016000,800700,28360,4119000,297300,,,,
"Dioctyl succinate",¶¡¶þËá¶þÐÁõ¥,0.207,0.3515,0.7262,0.7119,1.0973,0.134,no,up,-,-,-,-,-,-,-,-,-,-,-,-,427.377323691,7.44245,"M+H, M+NH4",C26H50O4,50.5,0,metab_6102,pos_789,pos,37580000,29980000,28060000,29590000,31580000,30000000,27100000,25470000,25550000,35390000,29400000,27300000,,,,
GPEtn(18:3/18:0),-,0.2318,0.3802,0.7223,1.0072,0.7772,-0.3636,no,down,C00350,Lipids,Phospholipids,map01100;map00564;map00563;map04136;map05167;map04723;map04140,"Metabolic pathways;Glycerophospholipid metabolism;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Autophagy - other;Kaposi sarcoma-associated herpesvirus infection;Retrograde endocannabinoid signaling;Autophagy - animal","Metabolism;Metabolism;Metabolism;Cellular Processes;Human Diseases;Organismal Systems;Cellular Processes","Global and overview maps;Lipid metabolism;Glycan biosynthesis and metabolism;Transport and catabolism;Infectious disease: viral;Nervous system;Transport and catabolism",HMDB0009148;HMDB0009156;HMDB0009123,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphoethanolamines,-,742.536946967,7.1632,M+H,C41H76NO8P,94.4,0,metab_2091,pos_3012,pos,1003000,568200,369300,578600,444400,416600,711700,928900,433800,876400,877800,520000,,,,
"Trimethylamine N-oxide",Èý¼×°·N-Ñõ»¯Îï,0.2766,0.4302,0.7212,0.8368,0.6529,-0.6151,no,down,C01104,-,-,map01100,"Metabolic pathways",Metabolism,"Global and overview maps",HMDB0000925,"Organic nitrogen compounds","Organonitrogen compounds",Aminoxides,1184-78-7,76.0761552137,0.6731,"M+H, M+Na, 2M+H",C3H9NO,96.3,0,metab_741,pos_169,pos,498200,746100,2537000,1234000,391200,781600,1450000,657500,2827000,2161000,649800,1730000,,,,
VERATRAMINE,Þ¼Â«°·,0.281,0.4348,0.7211,0.6729,0.7769,-0.3642,no,down,C10829,-,-,-,-,-,-,HMDB0259781,Benzenoids,Fluorenes,"Not Available",60-70-8,473.31515601,6.25598333333,M+ACN+Na,C27H39NO2,0,60.7,metab_4039,pos_5000,pos,216000,481700,503700,449200,368500,279100,370500,408000,555300,831900,544400,247800,,,,
"PC(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))",-,0.2357,0.3843,0.7183,1.0025,0.5378,-0.8949,no,down,C00157,Lipids,Phospholipids,map01100;map00564;map00590;map00591;map00592;map05231;map04723,"Metabolic pathways;Glycerophospholipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;Choline metabolism in cancer;Retrograde endocannabinoid signaling","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Human Diseases;Organismal Systems","Global and overview maps;Lipid metabolism;Lipid metabolism;Lipid metabolism;Lipid metabolism;Cancer: overview;Nervous system",HMDB0008240;LMGP01011716;PW_C004288,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,-,815.540434101,7.21095,M+ACN+H,C44H72NO8P,0,54.4,metab_2970,pos_3933,pos,37460,27460,31450,57210,54140,45630,42050,34750,49700,37230,200100,107200,,,,
"Acetoacetic acid",ÒÒõ£ÒÒËá,0.2246,0.3576,0.7164,0.9488,0.8505,-0.2336,no,down,C00164,"Organic acids","Carboxylic acids",map01100;map00310;map00640;map00650;map00350;map00280,"Metabolic pathways;Lysine degradation;Propanoate metabolism;Butanoate metabolism;Tyrosine metabolism;Valine, leucine and isoleucine degradation",Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism,"Global and overview maps;Amino acid metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Amino acid metabolism;Amino acid metabolism",PW_C000042;HMDB0304256;HMDB0000060;LMFA01060003,"Organic acids and derivatives","Keto acids and derivatives","Short-chain keto acids and derivatives",541-50-4,147.028898342,0.846733333333,"M+FA-H, 2M+Hac-H",C4H6O3,0,32.9,metab_6822,neg_143,neg,226100,215000,279100,205300,161000,234000,253700,194800,294900,259700,194900,355000,,,,
Dimethylethanolamine,¶þ¼×»ùÒÒ´¼°·,0.2418,0.3918,0.7155,0.9883,1.0825,0.1144,no,up,C04308,-,-,map01100;map00564,"Metabolic pathways;Glycerophospholipid metabolism",Metabolism;Metabolism,"Global and overview maps;Lipid metabolism",HMDB0032231,"Organic nitrogen compounds","Organonitrogen compounds",Amines,108-01-0,90.0916857215,0.990466666667,M+H,C4H11NO,0,39.3,metab_5207,pos_6099,pos,399600,337700,300000,345800,315000,348500,359000,318400,326300,314500,244300,328100,,,,
PG(16:0/0:0)[U],-,0.2071,0.3381,0.7139,0.7531,0.6906,-0.5341,no,down,-,-,-,-,-,-,-,-,-,-,-,-,483.272528135,6.71068333333,M-H,C22H45O9P,66.6,0,metab_7057,neg_1644,neg,370900,157600,307400,239500,211300,206600,211600,281000,326400,684100,443400,216100,,,,
3-Hydroxybenzaldehyde,3-ôÇ»ù±½¼×È©,0.2663,0.4197,0.7073,0.806,0.8499,-0.2346,no,down,C03067,-,-,-,-,-,-,-,-,-,-,100-83-4,123.044086754,1.7919,M+H,C7H6O2,56.5,0,metab_5164,pos_6059,pos,95880,108100,79290,97880,89900,100600,125100,88420,128800,138900,133400,57760,,,,
"2-Hydroxycinnamic acid","2 -ôÇ»ùÈâ¹ðËá",0.2665,0.4198,0.707,0.7896,0.8458,-0.2416,no,down,C05838;C01772,-,-,map01100;map00360,"Metabolic pathways;Phenylalanine metabolism",Metabolism;Metabolism,"Global and overview maps;Amino acid metabolism",HMDB0002641;HMDB0041592,"Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives",495-79-4;614-60-8,182.080957212,1.7919,"M+H, M+NH4, M+H-H2O",C9H8O3,64.5,0,metab_6332,pos_61,pos,1536000,1733000,1257000,1493000,1371000,1593000,1972000,1369000,1998000,2239000,2135000,907300,,,,
"PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",-,0.1987,0.3411,0.706,0.9257,0.8338,-0.2622,no,down,C00157,Lipids,Phospholipids,map01100;map00564;map00590;map00591;map00592;map05231;map04723,"Metabolic pathways;Glycerophospholipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;Choline metabolism in cancer;Retrograde endocannabinoid signaling","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Human Diseases;Organismal Systems","Global and overview maps;Lipid metabolism;Lipid metabolism;Lipid metabolism;Lipid metabolism;Cancer: overview;Nervous system",LMGP01011925;PW_C004500;HMDB0008452,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,-,854.56712015,6.98155,M+H,C50H80NO8P,0,81.9,metab_3166,pos_4143,pos,746300,543000,373400,668300,658900,483300,828300,703500,490100,530300,850200,763600,,,,
2-Lysophosphatidylcholine,"2 -ÈÜÑªÁ×Ö¬õ£µ¨¼î",0.2071,0.3516,0.7047,0.7347,1.2535,0.326,no,up,C04230,Lipids,Phospholipids,map00564;map05231,"Glycerophospholipid metabolism;Choline metabolism in cancer","Metabolism;Human Diseases","Lipid metabolism;Cancer: overview",HMDB0258493,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,-,524.370374367,6.20088333333,"M+H-H2O, M+Na, M+H",C26H54NO7P,0,82.2,metab_320,pos_129,pos,489200000,318600000,265100000,434900000,350300000,287200000,211700000,245000000,259800000,413100000,399600000,182000000,,,,
13(S)-HODE,13£¨S£©-»ôµÂ,0.2389,0.373,0.7031,0.7068,0.8418,-0.2485,no,down,C14762,-,-,map00591;map03320,"Linoleic acid metabolism;PPAR signaling pathway","Metabolism;Organismal Systems","Lipid metabolism;Endocrine system",-,-,-,-,-,295.227393344,6.37583333333,M-H,C18H32O3,67.2,0,metab_7171,neg_1748,neg,103400,100200,103500,107600,93890,126700,93480,96620,129500,139500,107500,188300,,,,
Deoxynivalenol,ºìËóÃ¹¶¾ËØ,0.259,0.4113,0.7022,0.877,0.7273,-0.4594,no,down,C09747,-,-,-,-,-,-,HMDB0036156,"Lipids and lipid-like molecules","Prenol lipids",Sesquiterpenoids,51481-10-8,314.159093397,2.97748333333,M+NH4,C15H20O6,0,35.5,metab_755,pos_1701,pos,118500,273200,306500,118600,116700,121200,274600,116600,397200,252200,143000,267000,,,,
Dithizone,Ë«Áòëê,0.2883,0.4417,0.7002,0.6806,0.7495,-0.416,no,down,-,-,-,-,-,-,-,HMDB0251496,Benzenoids,"Benzene and substituted derivatives",Phenylhydrazines,-,274.110151658,3.79813333333,M+NH4,C13H12N4S,0,43.4,metab_4851,pos_5769,pos,212200,181000,226300,84620,111000,109700,180000,118800,309400,337100,136000,152400,,,,
"PS(18:2(9Z,11E)+=O(13)/22:0)",-,0.2327,0.3812,0.6982,1.3113,0.5739,-0.8011,no,down,-,-,-,-,-,-,-,HMDB0282929,"Not Available","Not Available","Not Available",-,896.537243542,7.65663333333,M+K,C46H84NO11P,0,73.5,metab_2713,pos_3658,pos,553200,355800,56950,1266000,903200,329000,844300,1033000,1010000,289800,2289000,570200,,,,
"Xanthurenic Acid",»ÆÄòËá,0.2384,0.3877,0.6965,0.8489,0.4356,-1.1989,no,down,C02470,-,-,map00380,"Tryptophan metabolism",Metabolism,"Amino acid metabolism",HMDB0000881;PW_C000703;MJDBOTE0001103,"Organoheterocyclic compounds","Quinolines and derivatives","Quinoline carboxylic acids",59-00-7,206.044429808,3.42071666667,M+H,C10H7NO4,83.1,0,metab_4887,pos_5802,pos,40170,27780,15250,34470,21670,23730,61830,15830,57550,39690,12900,186500,,,,
"4-Oxododecanedioic acid","4 -Ñõ´úÊ®¶þÍé¶þËá",0.2346,0.3677,0.6953,0.7243,0.5529,-0.8549,no,down,-,-,-,-,-,-,-,-,-,-,-,-,243.123309262,5.87513333333,"M-H, M+Na-2H",C12H20O5,51.9,0,metab_7546,neg_209,neg,363000,363600,810900,41020,858200,1076000,846100,313300,987100,689800,888200,2630000,,,,
Levorphanol,ôÇ¼××óÂðà«,0.2148,0.3615,0.6936,0.7312,1.4564,0.5424,no,up,C08014,-,-,-,-,-,-,PW_C009310;HMDB0014992,"Alkaloids and derivatives",Morphinans,"Not Available",77-07-6,258.184771085,6.98155,M+H,C17H23NO,0,64.4,metab_3172,pos_4149,pos,85640,150900,149100,122900,140800,91400,66650,47250,70830,204600,94420,24670,,,,
Dihydropanaxacol,¶þÇâÈË²Î¶þ´¼,0.2468,0.381,0.6936,0.7421,1.3422,0.4246,no,up,-,-,-,-,-,-,-,LMFA05000651;HMDB0032675,"Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols",113122-25-1,605.405837459,7.02416666667,2M+FA-H,C17H28O3,0,40.7,metab_6580,neg_1211,neg,179200,71670,109600,140300,110000,114000,68750,57760,91110,186200,54510,81660,,,,
PA(14:1(9Z)/PGJ2),-,0.2413,0.3911,0.6915,0.7931,0.0417,-4.5838,no,down,-,-,-,-,-,-,-,HMDB0263090,"Not Available","Not Available","Not Available",-,371.191642168,2.56861666667,M+2Na,C37H61O10P,0,35,metab_689,pos_1642,pos,2856,2842,3254,2715,2787,2930,60310,2987,26490,8054,3036,315800,,,,
"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",-,0.2556,0.3909,0.6861,0.6795,1.1481,0.1992,no,up,C04230,Lipids,Phospholipids,map00564;map05231,"Glycerophospholipid metabolism;Choline metabolism in cancer","Metabolism;Human Diseases","Lipid metabolism;Cancer: overview",HMDB0010404,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,162440-05-3,612.330470616,6.45136666667,"M+Cl, M+FA-H",C30H50NO7P,0,91.2,metab_8175,neg_268,neg,9499000,6837000,9205000,10020000,8575000,8844000,5538000,8664000,7202000,10720000,8405000,5611000,,,,
Metronidazole,ÃðµÎÁé,0.3011,0.4543,0.6819,0.6259,144.0135,7.1701,no,up,C07203,-,-,-,-,-,-,HMDB0254689;HMDB0015052;MJDBOTE0001439,"Organoheterocyclic compounds",Azoles,Imidazoles,443-48-1,172.071432409,2.77735,M+H,C6H9N3O3,88,0,metab_725,pos_1675,pos,21400,1359000,23140,62370,37510,33620,1733,1776,1769,1637,2016,1743,,,,
"Isoketocamphoric acid",ÒìÍªÕÁÄÔËá,0.282,0.4359,0.6808,0.871,0.8529,-0.2296,no,down,-,-,-,-,-,-,-,HMDB0301824,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",-,217.106683957,4.45536666667,"M+H, M+Na, M+NH4",C10H16O5,0,42.5,metab_6115,pos_80,pos,470900,439500,735300,480800,480300,482900,546900,442700,808400,579600,466700,777600,,,,
Agar,ÇíÖ¬,0.2153,0.3476,0.6808,0.8136,0.6547,-0.6111,no,down,C08815,-,-,-,-,-,-,HMDB0248056,"Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",9002-18-0,335.134365425,3.76111666667,M-H,C14H24O9,0,32.9,metab_8816,neg_803,neg,226800,570200,798400,122500,454900,324800,397500,177000,998200,784600,529900,928200,,,,
"3-O-Sulfogalactosylceramide (d18:1/14:0)",-,0.2467,0.3968,0.6802,0.6872,0.7471,-0.4206,no,down,C06125,Lipids,Glycolipids,map00600;map01100,"Sphingolipid metabolism;Metabolic pathways",Metabolism;Metabolism,"Lipid metabolism;Global and overview maps",HMDB0012312,"Lipids and lipid-like molecules",Sphingolipids,Glycosphingolipids,-,793.530400675,6.87766666667,M+ACN+H,C38H73NO11S,0,33,metab_3278,pos_4258,pos,187400,215500,190000,154200,143000,109500,255000,283400,60770,142000,263400,333300,,,,
Isoline,3-äå-9-±½»ùßÇßò,0.2313,0.3799,0.6771,0.8586,1.5086,0.5932,no,up,-,-,-,-,-,-,-,HMDB0253654,"Alkaloids and derivatives","Not Available","Not Available",-,791.400226981,6.3943,2M+H,C20H29NO7,0,42.4,metab_3838,pos_4805,pos,83070,106800,160000,170400,119400,137400,120300,56200,201000,116400,20110,1141,,,,
1-Methylhistamine,"1 -¼×»ù×é°·",0.2199,0.3676,0.6764,0.6686,1.2295,0.2981,no,up,C05127,-,-,map01100;map00340,"Metabolic pathways;Histidine metabolism",Metabolism;Metabolism,"Global and overview maps;Amino acid metabolism",HMDB0000898;PW_C000717,"Organic nitrogen compounds","Organonitrogen compounds",Amines,501-75-7,126.102555691,0.618083333333,"M+H, M+ACN+Na",C6H11N3,81.4,0,metab_21,pos_1017,pos,86970,97110,115800,135100,63230,114500,72800,88180,129500,63280,83800,60680,,,,
"Fructose 1-phosphate","1 -Á×Ëá¹ûÌÇ",0.2657,0.4021,0.6762,0.9898,1.5244,0.6082,no,up,C01094,-,-,map01100;map00400;map00051,"Metabolic pathways;Phenylalanine, tyrosine and tryptophan biosynthesis;Fructose and mannose metabolism",Metabolism;Metabolism;Metabolism,"Global and overview maps;Amino acid metabolism;Carbohydrate metabolism",PW_C000847;HMDB0001076;HMDB0060467,"Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",15978-08-2,296.979417592,3.90003333333,M+K-2H,C6H13O9P,0,64.8,metab_7477,neg_2026,neg,59470,54290,85860,19070,33350,19880,35490,34880,62290,18890,11320,15520,,,,
Cyclopentanol,»·Îì´¼,0.3181,0.4719,0.6715,0.568,1.116,0.1583,no,up,C02020,-,-,-,-,-,-,HMDB0302463,"Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols",96-41-3,104.107200181,0.6576,M+NH4,C5H10O,0,37.5,metab_5504,pos_6389,pos,13160000,13690000,8219000,14540000,13970000,12030000,11950000,12080000,7898000,10080000,12200000,13530000,,,,
"PC(20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z))",-,0.3082,0.4617,0.6686,0.5695,0.8072,-0.309,no,down,C00157,Lipids,Phospholipids,map01100;map00564;map00590;map00591;map00592;map05231;map04723,"Metabolic pathways;Glycerophospholipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;Choline metabolism in cancer;Retrograde endocannabinoid signaling","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Human Diseases;Organismal Systems","Global and overview maps;Lipid metabolism;Lipid metabolism;Lipid metabolism;Lipid metabolism;Cancer: overview;Nervous system",LMGP01011912;HMDB0008437;PW_C004485,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,-,802.534661549,6.83773333333,"M+H, M+NH4",C46H76NO8P,0,44.7,metab_5787,pos_665,pos,233400,59850,250000,128600,127000,284100,220600,177200,266100,269300,224800,183700,,,,
"Tetraphyllin B",ËÄÒ¶ËØB,0.2847,0.4238,0.6669,1.0821,1.4887,0.5741,no,up,-,-,-,-,-,-,-,HMDB0029914,"Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",34323-07-4,308.077305333,4.03506666667,M+Na-2H,C12H17NO7,0,53.3,metab_8834,neg_820,neg,88180,66940,148800,19670,73340,44850,55690,29450,88230,67740,11090,44550,,,,
3-Isopropyl-2-methoxy-5-methylpyrazine,"3 -Òì±û»ù- 2 -¼×Ñõ»ù- 5 -¼×»ùßÁàº",0.2633,0.3996,0.6654,0.7344,1.0483,0.0681,no,up,-,-,-,-,-,-,-,HMDB0029742,"Organoheterocyclic compounds",Diazines,Pyrazines,32021-41-3,203.059472447,7.5624,M+K-2H,C9H14N2O,0,36.5,metab_6668,neg_1291,neg,71440,83110,79440,79090,83060,79530,71990,71920,77090,72290,72920,87560,,,,
"2,6-Diethylaniline","2,6-¶þÒÒ»ù±½°·",0.3013,0.4546,0.664,0.6189,1.3957,0.481,no,up,C11001,-,-,-,-,-,-,HMDB0032782,Benzenoids,"Benzene and substituted derivatives","Aniline and substituted anilines",579-66-8,167.154020489,7.45831666667,M+NH4,C10H15N,0,32.6,metab_2832,pos_3791,pos,2902000,1205000,771700,560000,2097000,1458000,1074000,997800,1154000,1584000,707100,926900,,,,
N-Acetyl-D-tryptophan,"N -ÒÒõ£- D -É«°±Ëá",0.3017,0.4389,0.664,0.7136,1.2388,0.3089,no,up,C03137,-,-,-,-,-,-,HMDB0255052,"Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",2280-01-5,245.092700894,5.47365,M-H,C13H14N2O3,0,43.6,metab_7393,neg_1951,neg,163200,105000,140100,38080,124400,140400,92520,76160,141100,71850,106700,85630,,,,
